_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,africa_region,age_range,americas_region,asia_region,europe_region,gender,general_geographic_region,have_you_entered_your_demographics_information,highest_education_achieved,how_against_vaccinations_is_this_tweet,how_based_on_emotions_are_the_statements_made_in_this_tweet,how_based_on_facts_are_the_statements_made_in_this_tweet,how_much_do_you_trust_the_government_of_the_country_you_reside_in,how_negative_is_the_sentiment_of_this_text,how_positive_is_the_sentiment_of_this_text,how_pro_vaccinations_is_this_tweet,is_this_tweet_relevant_to_the_subject_of_vaccinations,oceania_region,what_is_your_own_stance_on_vaccinations,africa_region_gold,age_range_gold,americas_region_gold,asia_region_gold,europe_region_gold,gender_gold,general_geographic_region_gold,have_you_entered_your_demographics_information_gold,highest_education_achieved_gold,how_against_vaccinations_is_this_tweet_gold,how_based_on_emotions_are_the_statements_made_in_this_tweet_gold,how_based_on_facts_are_the_statements_made_in_this_tweet_gold,how_much_do_you_trust_the_government_of_the_country_you_reside_in_gold,how_negative_is_the_sentiment_of_this_text_gold,how_positive_is_the_sentiment_of_this_text_gold,how_pro_vaccinations_is_this_tweet_gold,is_this_tweet_relevant_to_the_subject_of_vaccinations_gold,oceania_region_gold,text,what_is_your_own_stance_on_vaccinations_gold
2325534560,6/11/2019 17:48:56,false,4888604859,,6/11/2019 17:47:33,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,3,2,4,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"The psychology of drug-pushing #vaccines zealots. Be wary #India of those who say they are there to help you, #hpv #vaxxed #vaccines Great Rann of Kutch! #gujarat #bhuj NO #vaccineswork",
2325534560,6/14/2019 16:49:36,false,4897437586,,6/14/2019 16:47:43,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,3,4,1,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"The psychology of drug-pushing #vaccines zealots. Be wary #India of those who say they are there to help you, #hpv #vaxxed #vaccines Great Rann of Kutch! #gujarat #bhuj NO #vaccineswork",
2325534562,6/10/2019 14:32:43,false,4886015447,,6/10/2019 14:31:07,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,3,4,,3,3,4,yes,,,,,,,,,,,,,,,,,,,,,Potentially life-saving #HPV jab deemed too expensive to give to boys as well as girls according to #health chief. Read more from @MailOnline by clicking on the link below and tell us your thoughts on the HPV vaccine. Do you think boys should be included?,
2325534562,6/10/2019 22:23:32,false,4886802761,,6/10/2019 22:19:28,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,1,2,2,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,Potentially life-saving #HPV jab deemed too expensive to give to boys as well as girls according to #health chief. Read more from @MailOnline by clicking on the link below and tell us your thoughts on the HPV vaccine. Do you think boys should be included?,
2325534562,6/11/2019 13:56:14,false,4888112865,,6/11/2019 13:54:23,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,3,,3,3,4,yes,,,,,,,,,,,,,,,,,,,,,Potentially life-saving #HPV jab deemed too expensive to give to boys as well as girls according to #health chief. Read more from @MailOnline by clicking on the link below and tell us your thoughts on the HPV vaccine. Do you think boys should be included?,
2325534562,6/11/2019 17:47:32,false,4888602283,,6/11/2019 17:46:07,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,2,1,5,,2,2,3,yes,,,,,,,,,,,,,,,,,,,,,Potentially life-saving #HPV jab deemed too expensive to give to boys as well as girls according to #health chief. Read more from @MailOnline by clicking on the link below and tell us your thoughts on the HPV vaccine. Do you think boys should be included?,
2325534562,6/12/2019 19:49:10,false,4891488992,,6/12/2019 19:43:02,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,4,3,,1,4,5,yes,,,,,,,,,,,,,,,,,,,,,Potentially life-saving #HPV jab deemed too expensive to give to boys as well as girls according to #health chief. Read more from @MailOnline by clicking on the link below and tell us your thoughts on the HPV vaccine. Do you think boys should be included?,
2325534565,6/10/2019 14:35:57,false,4886021975,,6/10/2019 14:34:02,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,1,4,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"Dr. Valdivia did not report the error to the Vaccine Adverse Events Reporting System, although she was required...",
2325534565,6/10/2019 22:27:47,false,4886808577,,6/10/2019 22:25:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"Dr. Valdivia did not report the error to the Vaccine Adverse Events Reporting System, although she was required...",
2325534565,6/11/2019 13:58:37,false,4888117486,,6/11/2019 13:56:16,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,2,,2,1,1,yes,,,,,,,,,,,,,,,,,,,,,"Dr. Valdivia did not report the error to the Vaccine Adverse Events Reporting System, although she was required...",
2325534565,6/11/2019 17:50:33,false,4888608200,,6/11/2019 17:48:57,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,3,3,4,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"Dr. Valdivia did not report the error to the Vaccine Adverse Events Reporting System, although she was required...",
2325534565,6/14/2019 16:49:36,false,4897437591,,6/14/2019 16:47:43,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,3,2,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"Dr. Valdivia did not report the error to the Vaccine Adverse Events Reporting System, although she was required...",
2325534566,6/10/2019 14:32:43,false,4886015449,,6/10/2019 14:31:07,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Lool. Our Government will use the money to fund elections shap shap.,
2325534566,6/10/2019 22:25:32,false,4886805487,,6/10/2019 22:23:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Lool. Our Government will use the money to fund elections shap shap.,
2325534566,6/11/2019 13:56:14,false,4888112861,,6/11/2019 13:54:23,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Lool. Our Government will use the money to fund elections shap shap.,
2325534566,6/11/2019 17:47:32,false,4888602272,,6/11/2019 17:46:07,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Lool. Our Government will use the money to fund elections shap shap.,
2325534566,6/14/2019 16:47:41,false,4897429330,,6/14/2019 16:45:21,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Lool. Our Government will use the money to fund elections shap shap.,
2325534567,6/11/2019 14:11:36,false,4888142438,,6/11/2019 14:07:51,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,4,5,2,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,This is very seroius. Kids died after getting vaccine. This is all due to corruption. Who will tolarate this? Who will take reaponsibilty and what is outcome till now. How one can die like that. Incompetency and irresponsibility 😡 @BBhuttoZardari @MuradAliShahPPP @AseefaBZ,
2325534568,6/10/2019 12:37:31,false,4885788481,,6/10/2019 12:27:23,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,4,4,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"...""the cumulative amount of the various components of the vaccines exceeds the allowed limit for the marketing authorization for the individual vaccine;...""
#EvilOverlords #BigPharma #schifforbrains #VaccinesKill #Autism #fake Data
#NWO #Globalist #Agenda2030 #SundayMorning",
2325534568,6/10/2019 14:14:56,false,4885978305,,6/10/2019 14:12:23,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,5,2,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"...""the cumulative amount of the various components of the vaccines exceeds the allowed limit for the marketing authorization for the individual vaccine;...""
#EvilOverlords #BigPharma #schifforbrains #VaccinesKill #Autism #fake Data
#NWO #Globalist #Agenda2030 #SundayMorning",
2325534568,6/10/2019 22:04:34,false,4886774654,,6/10/2019 21:59:55,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,4,1,4,,2,1,4,yes,,,,,,,,,,,,,,,,,,,,,"...""the cumulative amount of the various components of the vaccines exceeds the allowed limit for the marketing authorization for the individual vaccine;...""
#EvilOverlords #BigPharma #schifforbrains #VaccinesKill #Autism #fake Data
#NWO #Globalist #Agenda2030 #SundayMorning",
2325534568,6/10/2019 22:06:40,false,4886778632,,6/10/2019 21:58:30,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,5,4,2,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"...""the cumulative amount of the various components of the vaccines exceeds the allowed limit for the marketing authorization for the individual vaccine;...""
#EvilOverlords #BigPharma #schifforbrains #VaccinesKill #Autism #fake Data
#NWO #Globalist #Agenda2030 #SundayMorning",
2325534568,6/11/2019 17:39:55,false,4888588569,,6/11/2019 17:37:21,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,5,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"...""the cumulative amount of the various components of the vaccines exceeds the allowed limit for the marketing authorization for the individual vaccine;...""
#EvilOverlords #BigPharma #schifforbrains #VaccinesKill #Autism #fake Data
#NWO #Globalist #Agenda2030 #SundayMorning",
2325534569,6/10/2019 12:44:39,false,4885798417,,6/10/2019 12:37:32,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,4,1,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"It's how all charlatans work: they make a contentious claim (e.g.: vaccines cause autism) which has emotional salience for the public, give it the appearance of scientific rigour by including a few footnotes &amp; sit back while critics spend years untangling the motivated reasoning.",
2325534569,6/10/2019 14:19:09,false,4885985168,,6/10/2019 14:14:58,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"It's how all charlatans work: they make a contentious claim (e.g.: vaccines cause autism) which has emotional salience for the public, give it the appearance of scientific rigour by including a few footnotes &amp; sit back while critics spend years untangling the motivated reasoning.",
2325534569,6/10/2019 22:09:47,false,4886783458,,6/10/2019 22:04:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,3,1,4,,3,1,3,yes,,,,,,,,,,,,,,,,,,,,,"It's how all charlatans work: they make a contentious claim (e.g.: vaccines cause autism) which has emotional salience for the public, give it the appearance of scientific rigour by including a few footnotes &amp; sit back while critics spend years untangling the motivated reasoning.",
2325534569,6/10/2019 22:13:13,false,4886788218,,6/10/2019 22:08:38,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,3,2,2,,1,2,3,yes,,,,,,,,,,,,,,,,,,,,,"It's how all charlatans work: they make a contentious claim (e.g.: vaccines cause autism) which has emotional salience for the public, give it the appearance of scientific rigour by including a few footnotes &amp; sit back while critics spend years untangling the motivated reasoning.",
2325534569,6/11/2019 17:42:16,false,4888592956,,6/11/2019 17:39:57,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,3,3,2,,4,2,2,yes,,,,,,,,,,,,,,,,,,,,,"It's how all charlatans work: they make a contentious claim (e.g.: vaccines cause autism) which has emotional salience for the public, give it the appearance of scientific rigour by including a few footnotes &amp; sit back while critics spend years untangling the motivated reasoning.",
2325534570,6/11/2019 14:07:50,false,4888135880,,6/11/2019 14:05:42,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,3,3,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,Participants in rogue herpes vaccine research take legal action  #health,
2325534570,6/17/2019 09:34:24,false,4903166303,,6/17/2019 09:32:40,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,1,3,2,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,Participants in rogue herpes vaccine research take legal action  #health,
2325534575,6/11/2019 14:05:40,false,4888132100,,6/11/2019 14:03:45,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,2,1,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"@syqau Let me guess...there's a ""vaccine"" right?",
2325534575,6/14/2019 17:46:34,false,4897630880,,6/14/2019 17:45:13,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,2,1,,2,1,1,yes,,,,,,,,,,,,,,,,,,,,,"@syqau Let me guess...there's a ""vaccine"" right?",
2325534577,6/10/2019 14:34:00,false,4886017950,,6/10/2019 14:32:44,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2325534577,6/10/2019 22:25:32,false,4886805482,,6/10/2019 22:23:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2325534577,6/11/2019 13:58:37,false,4888117470,,6/11/2019 13:56:16,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2325534577,6/11/2019 17:48:56,false,4888604874,,6/11/2019 17:47:33,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2325534577,6/14/2019 16:47:41,false,4897429306,,6/14/2019 16:45:21,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2325534578,6/11/2019 14:05:40,false,4888132103,,6/11/2019 14:03:45,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,2,,2,3,3,yes,,,,,,,,,,,,,,,,,,,,,your vaccination will go absolutely fine I promise — aaAAA it’s going to be so embarrassing since i’ll start crying because i’m so nervous :( but than...,
2325534578,6/14/2019 19:30:53,false,4897947771,,6/14/2019 19:28:29,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,4,1,,2,3,2,yes,,,,,,,,,,,,,,,,,,,,,your vaccination will go absolutely fine I promise — aaAAA it’s going to be so embarrassing since i’ll start crying because i’m so nervous :( but than...,
2325534580,6/10/2019 14:35:57,false,4886021967,,6/10/2019 14:34:02,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,5,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"@FoxNews  is VERY biased about some things I have spent LOTS of time studying--vaccinations, fluoride in water,  and #COS--any Article V legislation.   All are poison!",
2325534580,6/10/2019 22:30:15,false,4886812247,,6/10/2019 22:27:49,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,4,5,2,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"@FoxNews  is VERY biased about some things I have spent LOTS of time studying--vaccinations, fluoride in water,  and #COS--any Article V legislation.   All are poison!",
2325534580,6/11/2019 14:01:11,false,4888122768,,6/11/2019 13:58:39,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,5,4,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"@FoxNews  is VERY biased about some things I have spent LOTS of time studying--vaccinations, fluoride in water,  and #COS--any Article V legislation.   All are poison!",
2325534580,6/11/2019 17:50:33,false,4888608196,,6/11/2019 17:48:57,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,4,5,,4,1,2,yes,,,,,,,,,,,,,,,,,,,,,"@FoxNews  is VERY biased about some things I have spent LOTS of time studying--vaccinations, fluoride in water,  and #COS--any Article V legislation.   All are poison!",
2325534580,6/14/2019 16:49:36,false,4897437596,,6/14/2019 16:47:43,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,3,3,4,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"@FoxNews  is VERY biased about some things I have spent LOTS of time studying--vaccinations, fluoride in water,  and #COS--any Article V legislation.   All are poison!",
2325534582,6/10/2019 12:37:31,false,4885788479,,6/10/2019 12:27:23,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,25-34,,,Western Europe,Male,Europe,no,"Master's Degree (e.g. MA, MS, MEd)",1,3,4,Middle Ground (Both trust and distrust),1,4,4,yes,,Strongly Pro,,,,,,,,,,,,,,,,,,,Why Australia? CHAI - Clinton  Health Access initiative. Australia is the biggest contributer. Australia also has the mandatory vaccine law. No Jab/No pay. #Qanon #Qanon8chan,
2325534582,6/10/2019 14:14:56,false,4885978313,,6/10/2019 14:12:23,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,2,4,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,Why Australia? CHAI - Clinton  Health Access initiative. Australia is the biggest contributer. Australia also has the mandatory vaccine law. No Jab/No pay. #Qanon #Qanon8chan,
2325534582,6/10/2019 22:04:34,false,4886774641,,6/10/2019 21:59:55,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,1,1,1,,1,2,1,yes,,,,,,,,,,,,,,,,,,,,,Why Australia? CHAI - Clinton  Health Access initiative. Australia is the biggest contributer. Australia also has the mandatory vaccine law. No Jab/No pay. #Qanon #Qanon8chan,
2325534582,6/10/2019 22:06:40,false,4886778636,,6/10/2019 21:58:30,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Why Australia? CHAI - Clinton  Health Access initiative. Australia is the biggest contributer. Australia also has the mandatory vaccine law. No Jab/No pay. #Qanon #Qanon8chan,
2325534582,6/11/2019 17:39:55,false,4888588568,,6/11/2019 17:37:21,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,4,4,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,Why Australia? CHAI - Clinton  Health Access initiative. Australia is the biggest contributer. Australia also has the mandatory vaccine law. No Jab/No pay. #Qanon #Qanon8chan,
2325534588,6/11/2019 14:05:40,false,4888132105,,6/11/2019 14:03:45,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,5,3,,2,4,5,yes,,,,,,,,,,,,,,,,,,,,,‘The HPV vaccine saves lives. It could have saved mine’  #IEstaff,
2325534588,6/17/2019 09:30:04,false,4903159518,,6/17/2019 09:26:30,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,1,4,1,,2,3,4,yes,,,,,,,,,,,,,,,,,,,,,‘The HPV vaccine saves lives. It could have saved mine’  #IEstaff,
2325534592,6/11/2019 14:03:44,false,4888128309,,6/11/2019 14:01:13,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,2,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,Ayyyeeee if you're over 7 hit us up for all your vaccination needs @…,
2325534592,6/11/2019 17:56:56,false,4888621047,,6/11/2019 17:55:30,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,2,4,1,,1,3,2,yes,,,,,,,,,,,,,,,,,,,,,Ayyyeeee if you're over 7 hit us up for all your vaccination needs @…,
2325534592,6/14/2019 16:58:19,false,4897479527,,6/14/2019 16:56:17,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,2,,1,4,3,yes,,,,,,,,,,,,,,,,,,,,,Ayyyeeee if you're over 7 hit us up for all your vaccination needs @…,
2325534593,6/10/2019 12:37:31,false,4885788485,,6/10/2019 12:27:23,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,2,1,,2,2,1,yes,,,,,,,,,,,,,,,,,,,,,"For me, the vaccine and glyphosate question is settled beyond doubt. We should focus more on effective ways to...",
2325534593,6/10/2019 14:19:09,false,4885985171,,6/10/2019 14:14:58,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,5,1,,1,2,3,yes,,,,,,,,,,,,,,,,,,,,,"For me, the vaccine and glyphosate question is settled beyond doubt. We should focus more on effective ways to...",
2325534593,6/10/2019 22:04:34,false,4886774658,,6/10/2019 21:59:55,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,1,4,1,,1,5,1,yes,,,,,,,,,,,,,,,,,,,,,"For me, the vaccine and glyphosate question is settled beyond doubt. We should focus more on effective ways to...",
2325534593,6/10/2019 22:13:13,false,4886788222,,6/10/2019 22:08:38,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"For me, the vaccine and glyphosate question is settled beyond doubt. We should focus more on effective ways to...",
2325534593,6/11/2019 17:39:55,false,4888588570,,6/11/2019 17:37:21,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"For me, the vaccine and glyphosate question is settled beyond doubt. We should focus more on effective ways to...",
2325534598,6/10/2019 22:30:15,false,4886812242,,6/10/2019 22:27:49,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"In honor of the Ides of March, I went to the doctor for vaccinations &amp; a blood test, so I got stabbed 20 fewer times than Caesar today.",
2325534598,6/11/2019 13:43:46,false,4888085457,,6/11/2019 13:41:24,false,cf_internal,1.0,45316032,NLD,11,Delft,145.94.127.141,,,,,,,,yes,,1,2,1,,1,1,1,yes,,,,,,,,,,,,,,,,,,,,,"In honor of the Ides of March, I went to the doctor for vaccinations &amp; a blood test, so I got stabbed 20 fewer times than Caesar today.",
2325534598,6/11/2019 14:01:11,false,4888122757,,6/11/2019 13:58:39,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,2,,2,3,2,yes,,,,,,,,,,,,,,,,,,,,,"In honor of the Ides of March, I went to the doctor for vaccinations &amp; a blood test, so I got stabbed 20 fewer times than Caesar today.",
2325534598,6/11/2019 17:55:29,false,4888617971,,6/11/2019 17:50:34,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,2,4,1,,2,2,1,yes,,,,,,,,,,,,,,,,,,,,,"In honor of the Ides of March, I went to the doctor for vaccinations &amp; a blood test, so I got stabbed 20 fewer times than Caesar today.",
2325534598,6/14/2019 16:56:15,false,4897469410,,6/14/2019 16:49:37,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,2,,2,2,2,yes,,,,,,,,,,,,,,,,,,,,,"In honor of the Ides of March, I went to the doctor for vaccinations &amp; a blood test, so I got stabbed 20 fewer times than Caesar today.",
2326042591,6/10/2019 08:26:08,true,4885405259,,6/10/2019 08:19:52,false,cf_internal,1.0,45315684,NLD,11,Den Haag,87.214.88.20,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/10/2019 11:12:16,true,4885688453,,6/10/2019 11:03:43,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/10/2019 14:31:05,true,4886011736,,6/10/2019 14:28:50,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/10/2019 21:59:53,true,4886768338,,6/10/2019 21:56:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/10/2019 22:06:40,true,4886778634,,6/10/2019 21:58:30,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/11/2019 17:42:16,true,4888592960,,6/11/2019 17:39:57,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/12/2019 17:19:36,true,4891212583,,6/12/2019 17:12:42,false,cf_internal,1.0,45274761,NLD,11,Schiedam,87.213.104.78,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/12/2019 19:38:49,true,4891471934,,6/12/2019 19:30:24,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042591,6/17/2019 09:32:38,true,4903163519,,6/17/2019 09:30:05,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Anyone who thinks this is noble is lost. The debts that African countries are getting to them do not help the people and so our governments become hostages.,
2326042860,6/9/2019 17:42:38,true,4884101878,,6/9/2019 17:36:08,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
